city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Sandridge,51.7808,-0.3038,United Kingdom,GB,Hertfordshire,,11451,11451
Holyhead,53.3090,-4.6330,United Kingdom,GB,Isle of Anglesey,,11431,11431
Haydock,53.4678,-2.6609,United Kingdom,GB,St. Helens,,11416,11416
Carnoustie,56.5005,-2.7147,United Kingdom,GB,Angus,,11394,11394
Wealdstone,51.5957,-0.3352,United Kingdom,GB,Brent,,11394,11394
Greetland,53.6869,-1.8714,United Kingdom,GB,Calderdale,,11389,11389
Stainland,53.6728,-1.8805,United Kingdom,GB,Calderdale,,11389,11389
Newport,52.7691,-2.3787,United Kingdom,GB,Telford and Wrekin,,11387,11387
Royal Wootton Bassett,51.5330,-1.9000,United Kingdom,GB,Wiltshire,,11385,11385
Buckhurst Hill,51.6320,0.0360,United Kingdom,GB,Essex,,11380,11380
Harrow Weald,51.6040,-0.3390,United Kingdom,GB,Harrow,,11376,11376
Newtown,52.5132,-3.3141,United Kingdom,GB,Powys,,11357,11357
Knowsley,53.4498,-2.8501,United Kingdom,GB,Knowsley,,11343,11343
Wantage,51.5890,-1.4270,United Kingdom,GB,Oxfordshire,,11327,11327
Leatherhead,51.2950,-0.3290,United Kingdom,GB,Surrey,,11316,11316
Burslem,53.0426,-2.1879,United Kingdom,GB,Stoke-on-Trent,,11314,11314
Oxted,51.2570,-0.0060,United Kingdom,GB,Surrey,,11314,11314
Hipperholme,53.7258,-1.8120,United Kingdom,GB,Calderdale,,11308,11308
Chorleywood,51.6500,-0.5100,United Kingdom,GB,Hertfordshire,,11286,11286
Stanwell,51.4570,-0.4715,United Kingdom,GB,Surrey,,11279,11279
Astley,53.5008,-2.4454,United Kingdom,GB,Wigan,,11270,11270
Burtonwood,53.4302,-2.6614,United Kingdom,GB,Warrington,,11265,11265
Maryport,54.7128,-3.4926,United Kingdom,GB,Cumbria,,11262,11262
Saltcoats,55.6352,-4.7896,United Kingdom,GB,North Ayrshire,,11260,11260
Holywood,54.6360,-5.8450,United Kingdom,GB,Ards and North Down,,11257,11257
Kingsnorth,51.1178,0.8615,United Kingdom,GB,Kent,,11243,11243
Cranleigh,51.1363,-0.4784,United Kingdom,GB,Surrey,,11241,11241
Largs,55.7940,-4.8670,United Kingdom,GB,North Ayrshire,,11241,11241
Crayford,51.4491,0.1812,United Kingdom,GB,Kent,,11226,11226
Saint Ives,50.2110,-5.4800,United Kingdom,GB,Cornwall,,11226,11226
Castle Bromwich,52.5050,-1.7856,United Kingdom,GB,Birmingham,,11217,11217
Dorking,51.2340,-0.3318,United Kingdom,GB,Surrey,,11185,11185
Prescot,53.4220,-2.8140,United Kingdom,GB,Knowsley,,11184,11184
Ilfracombe,51.2080,-4.1200,United Kingdom,GB,Devon,,11184,11184
Wootton,52.2007,-0.8857,United Kingdom,GB,Northamptonshire,,11180,11180
Helston,50.1000,-5.2700,United Kingdom,GB,Cornwall,,11178,9780
Shoeburyness,51.5316,0.7978,United Kingdom,GB,Southend-on-Sea,,11159,11159
Eckington,53.3080,-1.3643,United Kingdom,GB,Derbyshire,,11152,11152
Aylestone,52.6040,-1.1540,United Kingdom,GB,Leicester,,11151,11151
Dorridge,52.3720,-1.7554,United Kingdom,GB,Solihull,,11140,11140
Evington,52.6210,-1.0720,United Kingdom,GB,Leicestershire,,11133,11133
Southborough,51.1598,0.2652,United Kingdom,GB,Kent,,11124,11124
Iver,51.5210,-0.5070,United Kingdom,GB,Buckinghamshire,,11119,11119
Barton upon Humber,53.6833,-0.4500,United Kingdom,GB,North Lincolnshire,,11066,11066
Timperley,53.3870,-2.3280,United Kingdom,GB,Trafford,,11061,11061
Whitchurch,51.4064,-2.5594,United Kingdom,GB,Bath and North East Somerset,,11061,11061
Great Wyrley,52.6593,-2.0102,United Kingdom,GB,Staffordshire,,11060,11060
Epping,51.7004,0.1087,United Kingdom,GB,Essex,,11047,11047
Bottesford,53.5521,-0.6714,United Kingdom,GB,North Lincolnshire,,11038,11038
Tavistock,50.5450,-4.1500,United Kingdom,GB,Devon,,11018,11018
Churchdown,51.8800,-2.1700,United Kingdom,GB,Gloucestershire,,10990,10990
Cudworth,53.5784,-1.4149,United Kingdom,GB,Barnsley,,10977,10977
Hellesdon,52.6485,1.2509,United Kingdom,GB,Norfolk,,10957,10957
Highgate,51.5716,-0.1448,United Kingdom,GB,Camden,,10955,10955
Ardrossan,55.6432,-4.8097,United Kingdom,GB,North Ayrshire,,10952,10670
Oakham,52.6705,-0.7333,United Kingdom,GB,Rutland,,10922,10922
Ponteland,55.0480,-1.7470,United Kingdom,GB,Northumberland,,10921,10921
Mossley,53.5147,-2.0387,United Kingdom,GB,Tameside,,10921,10921
Hollinwood,53.5183,-2.1440,United Kingdom,GB,Oldham,,10920,10920
Inverurie,57.2800,-2.3800,United Kingdom,GB,Aberdeenshire,,10885,10885
Soham,52.3338,0.3361,United Kingdom,GB,Cambridgeshire,,10860,10860
Rainhill,53.4157,-2.7625,United Kingdom,GB,St. Helens,,10853,10853
Stranraer,54.9020,-5.0270,United Kingdom,GB,Dumfries and Galloway,,10851,10320
Earlestown,53.4500,-2.6500,United Kingdom,GB,St. Helens,,10830,10830
Great Harwood,53.7860,-2.4080,United Kingdom,GB,Lancashire,,10800,10800
Methil,56.1844,-3.0223,United Kingdom,GB,Fife,,10800,10800
Wooburn,51.5810,-0.6910,United Kingdom,GB,Buckinghamshire,,10792,10792
Flixton,53.4470,-2.3910,United Kingdom,GB,Trafford,,10786,10786
Parkstone,50.7100,-1.9500,United Kingdom,GB,Poole,,10779,10779
Barnoldswick,53.9147,-2.1895,United Kingdom,GB,Lancashire,,10752,10752
Stannington,53.3960,-1.5360,United Kingdom,GB,Sheffield,,10747,10747
Selsey,50.7350,-0.7898,United Kingdom,GB,West Sussex,,10737,10737
Royston,53.6100,-1.4500,United Kingdom,GB,Barnsley,,10728,10728
Amesbury,51.1700,-1.7700,United Kingdom,GB,Wiltshire,,10724,10724
Ross on Wye,51.9140,-2.5870,United Kingdom,GB,Herefordshire,,10700,10700
Desborough,52.4398,-0.8172,United Kingdom,GB,Northamptonshire,,10697,10697
Hatch End,51.6010,-0.3743,United Kingdom,GB,Harrow,,10693,10693
Darfield,53.5380,-1.3812,United Kingdom,GB,Barnsley,,10685,10685
Knowle,52.3881,-1.7318,United Kingdom,GB,Solihull,,10678,10678
Aylesford,51.3033,0.4796,United Kingdom,GB,Kent,,10660,10660
Cookstown,54.6470,-6.7450,United Kingdom,GB,Mid Ulster,,10646,10646
North Tidworth,51.2370,-1.6640,United Kingdom,GB,Wiltshire,,10621,10621
Longbenton,55.0000,-1.5700,United Kingdom,GB,Newcastle upon Tyne,,10617,10617
Bishops Cleeve,51.9470,-2.0610,United Kingdom,GB,Gloucestershire,,10612,10612
Blandford Forum,50.8560,-2.1648,United Kingdom,GB,Dorset,,10610,10610
Englefield Green,51.4301,-0.5699,United Kingdom,GB,Surrey,,10607,10607
Felton,51.5100,-2.5740,United Kingdom,GB,North Somerset,,10607,10607
Kingsteignton,50.5458,-3.5962,United Kingdom,GB,Devon,,10600,10600
Abergele,53.2800,-3.5800,United Kingdom,GB,Conwy,,10577,10577
Southwick,54.9193,-1.4062,United Kingdom,GB,Sunderland,,10535,10535
Whitburn,55.8621,-3.6872,United Kingdom,GB,West Lothian,,10527,10527
Monmouth,51.8100,-2.7200,United Kingdom,GB,Monmouthshire,,10508,10508
Ryhope,54.8679,-1.3698,United Kingdom,GB,Sunderland,,10484,10484
Fort William,56.8198,-5.1052,United Kingdom,GB,Highland,,10459,10175
Holbeach,52.8037,0.0154,United Kingdom,GB,Lincolnshire,,10458,10458
Chatteris,52.4560,0.0550,United Kingdom,GB,Cambridgeshire,,10453,10453
Eccleston,53.4539,-2.7748,United Kingdom,GB,St. Helens,,10433,10433
Scartho,53.5399,-0.0926,United Kingdom,GB,North East Lincolnshire,,10408,10408
Cowes,50.7595,-1.3002,United Kingdom,GB,Isle of Wight,,10405,10405
Charlton Kings,51.8877,-2.0413,United Kingdom,GB,Gloucestershire,,10396,10396
Ickenham,51.5580,-0.4484,United Kingdom,GB,Hillingdon,,10387,10387
Shepton Mallet,51.1930,-2.5460,United Kingdom,GB,Somerset,,10369,10369
Prestonpans,55.9597,-2.9610,United Kingdom,GB,East Lothian,,10360,10360
Mildenhall,52.3446,0.5089,United Kingdom,GB,Suffolk,,10315,10315
Broadstone,50.7605,-1.9950,United Kingdom,GB,Poole,,10303,10303
Spitalfields,51.5166,-0.0750,United Kingdom,GB,Tower Hamlets,,10286,10286
Cheam,51.3600,-0.2100,United Kingdom,GB,Sutton,,10285,10285
Ludlow,52.3680,-2.7180,United Kingdom,GB,Shropshire,,10266,10266
Appleton,53.3508,-2.5441,United Kingdom,GB,Warrington,,10265,10265
Lemington,54.9720,-1.7230,United Kingdom,GB,Newcastle upon Tyne,,10228,10228
Snodland,51.3280,0.4467,United Kingdom,GB,Kent,,10211,10211
Castleton,53.5907,-2.1737,United Kingdom,GB,Rochdale,,10159,10159
Rogerstone,51.5906,-3.0537,United Kingdom,GB,Newport,,10158,10158
Hucclecote,51.8500,-2.1800,United Kingdom,GB,Gloucestershire,,10158,10158
Great Missenden,51.7042,-0.7078,United Kingdom,GB,Buckinghamshire,,10138,10138
Corfe Mullen,50.7701,-2.0175,United Kingdom,GB,Dorset,,10133,10133
Beccles,52.4580,1.5630,United Kingdom,GB,Suffolk,,10123,10123
Padiham,53.7970,-2.3110,United Kingdom,GB,Lancashire,,10098,10098
Worsley,53.5093,-2.3845,United Kingdom,GB,Salford,,10090,10090
Warfield,51.4420,-0.7370,United Kingdom,GB,Bracknell Forest,,10088,10088
Mold,53.1660,-3.1330,United Kingdom,GB,Flintshire,,10058,10058
Chapeltown,53.4620,-1.4660,United Kingdom,GB,Sheffield,,10043,10043
Southwater,51.0238,-0.3526,United Kingdom,GB,West Sussex,,10025,10025
Horbury,53.6595,-1.5566,United Kingdom,GB,Wakefield,,10002,10002
Shevington,53.5720,-2.6900,United Kingdom,GB,Wigan,,10000,9517
Downham Market,52.6000,0.3900,United Kingdom,GB,Norfolk,,9994,9994
Euxton,53.6620,-2.6740,United Kingdom,GB,Lancashire,,9993,9993
Marton,54.5406,-1.2124,United Kingdom,GB,Middlesbrough,,9990,9990
Shildon,54.6300,-1.6500,United Kingdom,GB,Durham,,9976,9976
Bishopstoke,50.9679,-1.3278,United Kingdom,GB,Hampshire,,9974,9974
Aberaman,51.7000,-3.4333,United Kingdom,GB,Rhondda Cynon Taff,,9964,9964
Birchington,51.3770,1.3050,United Kingdom,GB,Kent,,9961,9961
Handsworth,53.3700,-1.4000,United Kingdom,GB,Sheffield,,9957,9957
Haddington,55.9580,-2.7740,United Kingdom,GB,East Lothian,,9944,9130
Aldenham,51.6723,-0.3546,United Kingdom,GB,Hertfordshire,,9942,9942
Baldock,51.9900,-0.1900,United Kingdom,GB,Hertfordshire,,9900,9900
Worth,51.1130,-0.1470,United Kingdom,GB,West Sussex,,9888,9888
Stocksbridge,53.4780,-1.5880,United Kingdom,GB,Sheffield,,9869,9869
Kilsyth,55.9800,-4.0600,United Kingdom,GB,North Lanarkshire,,9860,9860
Ellon,57.3660,-2.0860,United Kingdom,GB,Aberdeenshire,,9860,9860
Abram,53.5080,-2.5880,United Kingdom,GB,Wigan,,9855,9855
Caernarfon,53.1400,-4.2700,United Kingdom,GB,Gwynedd,,9852,9615
Ollerton,53.2000,-1.0200,United Kingdom,GB,Nottinghamshire,,9840,9840
Choppington,55.1450,-1.6010,United Kingdom,GB,Northumberland,,9787,9787
Kippax,53.7669,-1.3705,United Kingdom,GB,Leeds,,9785,9785
Tottington,53.6130,-2.3390,United Kingdom,GB,Bury,,9783,9783
Whitchurch,52.9690,-2.6820,United Kingdom,GB,Shropshire,,9781,9781
Dodworth,53.5417,-1.5214,United Kingdom,GB,Barnsley,,9777,9777
Nairn,57.5860,-3.8690,United Kingdom,GB,Highland,,9773,9773
Balderton,53.0549,-0.7727,United Kingdom,GB,Nottinghamshire,,9757,9757
Shepperton,51.3900,-0.4600,United Kingdom,GB,Surrey,,9753,9753
Pembroke Dock,51.6933,-4.9458,United Kingdom,GB,Pembrokeshire,,9753,9753
Felpham,50.7905,-0.6539,United Kingdom,GB,West Sussex,,9746,9746
Cobham,51.3290,-0.4090,United Kingdom,GB,Surrey,,9739,9739
Raynes Park,51.4033,-0.2321,United Kingdom,GB,Merton,,9738,9738
Rhosllanerchrugog,53.0110,-3.0520,United Kingdom,GB,Wrexham,,9694,9694
Lambeth,51.4903,-0.1193,United Kingdom,GB,Lambeth,,9675,9675
Bradwell,52.0500,-0.7870,United Kingdom,GB,Milton Keynes,,9657,9657
Glenfield,52.6491,-1.2062,United Kingdom,GB,Leicestershire,,9643,9643
Immingham,53.6139,-0.2183,United Kingdom,GB,North East Lincolnshire,,9642,9642
Hockley,51.6014,0.6363,United Kingdom,GB,Essex,,9616,9616
Swanage,50.6080,-1.9600,United Kingdom,GB,Dorset,,9601,9601
Boxley,51.3024,0.5429,United Kingdom,GB,Kent,,9554,9554
Matlock,53.1400,-1.5500,United Kingdom,GB,Derbyshire,,9543,9543
Newburn,54.9830,-1.7430,United Kingdom,GB,Gateshead,,9536,9536
Skelton,54.5619,-0.9874,United Kingdom,GB,Redcar and Cleveland,,9526,9526
Sherborne,50.9469,-2.5171,United Kingdom,GB,Dorset,,9523,9350
Tadworth,51.2940,-0.2420,United Kingdom,GB,Surrey,,9522,9522
Worsborough,53.5200,-1.4700,United Kingdom,GB,Barnsley,,9516,9516
London Colney,51.7260,-0.3000,United Kingdom,GB,Hertfordshire,,9507,9507
Emsworth,50.8490,-0.9380,United Kingdom,GB,Hampshire,,9492,9492
Llantwit Major,51.4062,-3.4750,United Kingdom,GB,"Vale of Glamorgan, The",,9486,9486
Bewdley,52.3752,-2.3162,United Kingdom,GB,Worcestershire,,9470,9470
Killamarsh,53.3205,-1.3116,United Kingdom,GB,Derbyshire,,9445,9445
South Normanton,53.1070,-1.3430,United Kingdom,GB,Derbyshire,,9445,9445
Bradford-on-Avon,51.3470,-2.2510,United Kingdom,GB,Wiltshire,,9402,9402
Horsell,51.3286,-0.5617,United Kingdom,GB,Surrey,,9384,9384
Broadwater,50.8282,-0.3742,United Kingdom,GB,West Sussex,,9373,9373
Wilnecote,52.6081,-1.6677,United Kingdom,GB,Staffordshire,,9358,9358
Kirkwall,58.9810,-2.9600,United Kingdom,GB,Orkney Islands,,9293,7420
Ledbury,52.0339,-2.4235,United Kingdom,GB,Herefordshire,,9290,9290
Crigglestone,53.6440,-1.5226,United Kingdom,GB,Wakefield,,9271,9271
Towcester,52.1300,-0.9900,United Kingdom,GB,Northamptonshire,,9252,9252
Bowdon,53.3760,-2.3660,United Kingdom,GB,Trafford,,9228,9228
Bude,50.8240,-4.5420,United Kingdom,GB,Cornwall,,9222,9222
Clay Cross,53.1637,-1.4128,United Kingdom,GB,Derbyshire,,9222,9222
Launceston,50.6350,-4.3540,United Kingdom,GB,Cornwall,,9216,9216
Cullercoats,55.0330,-1.4330,United Kingdom,GB,North Tyneside,,9202,9202
Cupar,56.3200,-3.0100,United Kingdom,GB,Fife,,9200,9020
Aberbargoed,51.6968,-3.2240,United Kingdom,GB,Caerphilly,,9184,9184
Tiptree,51.8100,0.7500,United Kingdom,GB,Essex,,9182,9182
Burscough,53.5960,-2.8430,United Kingdom,GB,Lancashire,,9182,9182
Yaxley,52.5200,-0.2600,United Kingdom,GB,Cambridgeshire,,9174,9174
Pencoed,51.5228,-3.5047,United Kingdom,GB,Bridgend,,9166,9166
Brandon,52.4474,0.6242,United Kingdom,GB,Suffolk,,9145,9145
Larbert,56.0229,-3.8260,United Kingdom,GB,Falkirk,,9143,9143
Bingham,52.9520,-0.9530,United Kingdom,GB,Nottinghamshire,,9131,9131
Stevenston,55.6450,-4.7580,United Kingdom,GB,North Ayrshire,,9129,9129
Whitnash,52.2680,-1.5240,United Kingdom,GB,Warwickshire,,9129,9129
Usworth,54.9400,-1.5500,United Kingdom,GB,Sunderland,,9100,9100
Portlethen,57.0610,-2.1300,United Kingdom,GB,Aberdeenshire,,9090,9090
Dinnington,53.3667,-1.2000,United Kingdom,GB,Rotherham,,9077,9077
Frodsham,53.2950,-2.7250,United Kingdom,GB,Cheshire West and Chester,,9077,9077
Shanklin,50.6310,-1.1734,United Kingdom,GB,Isle of Wight,,9072,9072
Armadale,55.8978,-3.7047,United Kingdom,GB,West Lothian,,9063,9063
Bonhill,55.9830,-4.5670,United Kingdom,GB,West Dunbartonshire,,9050,9050
Eaton Socon,52.2200,-0.2900,United Kingdom,GB,Cambridgeshire,,9042,9042
Rye,50.9500,0.7300,United Kingdom,GB,East Sussex,,9041,9041
Queensferry,55.9900,-3.3980,United Kingdom,GB,"Edinburgh, City of",,9026,9026
Barwell,52.5682,-1.3462,United Kingdom,GB,Leicestershire,,9022,9022
Blairgowrie,56.5916,-3.3405,United Kingdom,GB,Perth and Kinross,,9020,9020
Bovingdon,51.7231,-0.5367,United Kingdom,GB,Hertfordshire,,9000,9000
Dunblane,56.1838,-3.9674,United Kingdom,GB,Stirling,,9000,9000
Ferryhill,54.6900,-1.5500,United Kingdom,GB,Durham,,8942,8942
Hayle,50.1830,-5.4160,United Kingdom,GB,Cornwall,,8939,8939
Glastonbury,51.1485,-2.7140,United Kingdom,GB,Somerset,,8932,8932
Felling,54.9500,-1.5640,United Kingdom,GB,Gateshead,,8908,8908
Great Cornard,52.0245,0.7497,United Kingdom,GB,Suffolk,,8908,8908
Caister-on-Sea,52.6510,1.7330,United Kingdom,GB,Norfolk,,8901,8901
Irthlingborough,52.3240,-0.6140,United Kingdom,GB,Northamptonshire,,8900,8900
Sandiacre,52.9230,-1.2910,United Kingdom,GB,Nottinghamshire,,8889,8889
Holywell,53.2740,-3.2230,United Kingdom,GB,Flintshire,,8886,8886
Partick,55.8699,-4.3125,United Kingdom,GB,Glasgow City,,8884,8884
Ifield,51.1234,-0.2073,United Kingdom,GB,West Sussex,,8882,8882
Leven,56.1950,-2.9942,United Kingdom,GB,Fife,,8850,8850
Rhymney,51.7590,-3.2830,United Kingdom,GB,Caerphilly,,8845,8845
Kirk of Shotts,55.8230,-3.8040,United Kingdom,GB,North Lanarkshire,,8840,8570
Great Dunmow,51.8730,0.3617,United Kingdom,GB,Essex,,8830,8830
Brimington,53.2580,-1.3905,United Kingdom,GB,Derbyshire,,8788,8788
Cherry Hinton,52.1849,0.1760,United Kingdom,GB,Cambridgeshire,,8780,8780
Cowley,51.5280,-0.4810,United Kingdom,GB,Hillingdon,,8776,8776
Lydney,51.7286,-2.5285,United Kingdom,GB,Gloucestershire,,8766,8766
Cockermouth,54.6613,-3.3620,United Kingdom,GB,Cumbria,,8761,8761
Littleport,52.4568,0.3046,United Kingdom,GB,Cambridgeshire,,8738,8738
Atherstone,52.5787,-1.5462,United Kingdom,GB,Warwickshire,,8670,8670
Raunds,52.3450,-0.5370,United Kingdom,GB,Northamptonshire,,8641,8641
Chapel en le Frith,53.3220,-1.9170,United Kingdom,GB,Derbyshire,,8635,8635
Canford Cliffs,50.7000,-1.9300,United Kingdom,GB,Bournemouth,,8620,8620
Whitwick,52.7403,-1.3556,United Kingdom,GB,Leicestershire,,8612,8612
Polegate,50.8216,0.2442,United Kingdom,GB,East Sussex,,8586,8586
Oban,56.4120,-5.4720,United Kingdom,GB,Argyll and Bute,,8575,8575
Sompting,50.8303,-0.3395,United Kingdom,GB,West Sussex,,8561,8561
Meltham,53.5920,-1.8500,United Kingdom,GB,Kirklees,,8534,8534
Worplesdon,51.2720,-0.6120,United Kingdom,GB,Surrey,,8529,8529
Penkridge,52.7252,-2.1164,United Kingdom,GB,Staffordshire,,8526,8526
Clayton le Moors,53.7750,-2.3840,United Kingdom,GB,Lancashire,,8522,8522
Oakengates,52.6950,-2.4510,United Kingdom,GB,Telford and Wrekin,,8517,8517
Bedwas,51.5926,-3.2061,United Kingdom,GB,Caerphilly,,8512,8512
West Auckland,54.6318,-1.7210,United Kingdom,GB,Durham,,8509,8509
Hughenden,51.6558,-0.7490,United Kingdom,GB,Buckinghamshire,,8506,8506
Carlton Colville,52.4540,1.6910,United Kingdom,GB,Suffolk,,8505,8505
Skewen,51.6609,-3.8399,United Kingdom,GB,Neath Port Talbot,,8500,8500
Cullompton,50.8550,-3.3930,United Kingdom,GB,Devon,,8499,8499
Blackwood,51.6700,-3.1900,United Kingdom,GB,Caerphilly,,8496,8496
Bersted,50.7970,-0.6890,United Kingdom,GB,West Sussex,,8496,8496
Cinderford,51.8225,-2.4989,United Kingdom,GB,Gloucestershire,,8494,8494
Liphook,51.0760,-0.8030,United Kingdom,GB,Hampshire,,8491,8491
Dunbar,56.0027,-2.5169,United Kingdom,GB,East Lothian,,8486,8486
Ramsey,52.4500,-0.1200,United Kingdom,GB,Cambridgeshire,,8479,8479
Rochford,51.5821,0.7065,United Kingdom,GB,Essex,,8471,8471
Sawbridgeworth,51.8140,0.1500,United Kingdom,GB,Hertfordshire,,8458,8458
Great Billing,52.2577,-0.8222,United Kingdom,GB,Northamptonshire,,8457,8457
Narborough,52.5727,-1.2023,United Kingdom,GB,Leicestershire,,8448,8448
Audley,53.0530,-2.3040,United Kingdom,GB,Staffordshire,,8437,8437
Hornsea,53.9108,-0.1676,United Kingdom,GB,East Riding of Yorkshire,,8432,8432
Haxby,54.0160,-1.0750,United Kingdom,GB,York,,8428,8428
Welwyn,51.8310,-0.2150,United Kingdom,GB,Hertfordshire,,8425,8425
Polesworth,52.6152,-1.6174,United Kingdom,GB,Warwickshire,,8423,8423
Richmond,54.4030,-1.7370,United Kingdom,GB,North Yorkshire,,8413,8413
Seaton,50.7050,-3.0780,United Kingdom,GB,Devon,,8413,8413
Woodchurch,53.3750,-3.0840,United Kingdom,GB,Wirral,,8400,8400
Marlborough,51.4200,-1.7300,United Kingdom,GB,Wiltshire,,8395,8395
Annan,54.9830,-3.2660,United Kingdom,GB,Dumfries and Galloway,,8389,8389
Yarm,54.5050,-1.3480,United Kingdom,GB,Stockton-on-Tees,,8384,8384
Aveley,51.5018,0.2534,United Kingdom,GB,Thurrock,,8381,8381
Peebles,55.6500,-3.1800,United Kingdom,GB,"Scottish Borders, The",,8376,8376
Birtley,54.9000,-1.5770,United Kingdom,GB,Gateshead,,8367,8367
Torpoint,50.3760,-4.2050,United Kingdom,GB,Cornwall,,8364,7717
Coleford,51.7910,-2.6162,United Kingdom,GB,Gloucestershire,,8359,8359
Windermere,54.3760,-2.9070,United Kingdom,GB,Cumbria,,8359,8359
Glascote,52.6245,-1.6680,United Kingdom,GB,Staffordshire,,8344,8344
Aughton,53.5420,-2.9120,United Kingdom,GB,Lancashire,,8342,8342
Pocklington,53.9309,-0.7781,United Kingdom,GB,East Riding of Yorkshire,,8337,8337
Harlington,53.4810,-1.1820,United Kingdom,GB,Doncaster,,8276,8276
Buckie,57.6760,-2.9650,United Kingdom,GB,Moray,,8273,8273
Tanfield,54.8970,-1.7030,United Kingdom,GB,Durham,,8270,8270
Silsden,53.9140,-1.9370,United Kingdom,GB,Bradford,,8268,8268
Paddock Wood,51.1756,0.3955,United Kingdom,GB,Kent,,8263,8263
Hadleigh,52.0440,0.9610,United Kingdom,GB,Suffolk,,8253,8253
Lanark,55.6749,-3.7770,United Kingdom,GB,South Lanarkshire,,8253,8253
Brecon,51.9480,-3.3910,United Kingdom,GB,Powys,,8250,8250
Toton,52.9070,-1.2540,United Kingdom,GB,Derbyshire,,8238,8238
Billingshurst,51.0226,-0.4508,United Kingdom,GB,West Sussex,,8232,8232
Mountsorrel,52.7167,-1.1500,United Kingdom,GB,Leicestershire,,8223,8223
Radcliffe on Trent,52.9470,-1.0400,United Kingdom,GB,Nottinghamshire,,8205,8205
Bramley,53.4253,-1.2648,United Kingdom,GB,Rotherham,,8194,8194
Egremont,54.4840,-3.5306,United Kingdom,GB,Cumbria,,8194,8194
Brierfield,53.8240,-2.2350,United Kingdom,GB,Lancashire,,8193,8193
Gowerton,51.6480,-4.0430,United Kingdom,GB,Swansea,,8183,8183
Walmer,51.2043,1.3985,United Kingdom,GB,Kent,,8178,8178
Heybridge,51.7417,0.6897,United Kingdom,GB,Essex,,8175,8175
Goffs Oak,51.7109,-0.0825,United Kingdom,GB,Hertfordshire,,8172,8172
Cam,51.7000,-2.3667,United Kingdom,GB,Gloucestershire,,8152,8152
Highworth,51.6310,-1.7120,United Kingdom,GB,Swindon,,8151,8151
Shinfield,51.4080,-0.9470,United Kingdom,GB,Wokingham,,8136,8136
Bucksburn,57.1770,-2.1750,United Kingdom,GB,Aberdeen City,,8131,8131
Witley,51.1500,-0.6460,United Kingdom,GB,Surrey,,8130,8130
Dalton in Furness,54.1544,-3.1814,United Kingdom,GB,Cumbria,,8125,8125
Merstham,51.2640,-0.1530,United Kingdom,GB,Surrey,,8123,8123
Wistaston,53.0821,-2.4747,United Kingdom,GB,Cheshire East,,8117,8117
Alnwick,55.4134,-1.7069,United Kingdom,GB,Northumberland,,8116,8116
